pickup_location,delivery_location,pickup_datetime,weight,service_type,synthetic_delivery_time_min,route_distance_km_synthetic,model_prediction_min
Torino,Reggio Calabria,2026-01-21 10:07:00,6.81,Express,1173.26,1017.4,52.76
Lecce,Sassari,2026-04-13 09:29:00,1.3,Premium,952.85,812.8,45.72
Perugia,Pescara,2026-06-15 11:46:00,2.0,Express,194.0,165.2,42.66
Palermo,Firenze,2026-07-21 20:31:00,1.6,Express,746.84,652.7,42.23
Roma,Salerno,2026-08-08 13:28:00,8.23,Premium,275.95,233.2,43.73
Roma,Bari,2026-05-24 10:40:00,1.63,Express,446.25,374.0,46.53
Firenze,Sassari,2026-03-12 14:11:00,4.45,Premium,480.85,404.0,48.65
Sassari,Torino,2026-09-07 11:52:00,5.92,Express,580.31,487.8,47.08
Lecce,Roma,2026-09-12 16:18:00,2.71,Express,577.2,505.1,42.49
Sassari,Torino,2026-09-22 13:08:00,1.14,Premium,548.09,487.8,47.74
Milano,Perugia,2026-08-05 15:14:00,1.15,Express,449.5,364.9,50.46
Bologna,Napoli,2026-08-01 13:06:00,5.48,Express,545.03,470.2,48.04
Salerno,Genova,2026-01-22 13:44:00,1.24,Express,711.06,632.9,48.24
Ancona,Trapani,2026-06-06 13:15:00,3.95,Express,728.29,628.1,47.38
Salerno,Reggio Calabria,2026-04-22 12:30:00,3.25,Express,369.68,295.6,50.86
Ancona,Cagliari,2026-03-12 20:29:00,3.91,Express,699.1,611.3,47.23
Catania,Verona,2026-01-19 10:43:00,4.17,Premium,1078.58,945.3,45.84
Pescara,Bari,2026-02-28 18:16:00,1.56,Premium,332.42,266.1,49.13
Trapani,Perugia,2026-09-07 16:56:00,1.52,Premium,643.2,566.1,51.71
Milano,Cagliari,2026-09-06 14:23:00,4.95,Express,784.5,693.9,45.56
Bologna,Reggio Calabria,2026-07-22 11:26:00,1.93,Express,920.34,795.3,50.97
Catania,Milano,2026-01-28 13:46:00,0.44,Express,1138.39,1010.7,48.46
Torino,Milano,2026-07-07 18:53:00,4.72,Premium,172.75,125.1,48.65
Roma,Reggio Calabria,2026-02-04 09:32:00,1.45,Express,580.65,499.5,50.81
Bologna,Salerno,2026-07-06 15:12:00,4.16,Premium,604.59,508.2,44.08
Lecce,Roma,2026-01-10 17:42:00,7.95,Express,578.39,505.1,42.27
Firenze,Verona,2026-03-19 15:52:00,3.04,Express,230.7,186.8,46.47
Cagliari,Napoli,2026-02-03 09:01:00,6.02,Premium,595.7,474.3,52.25
Sassari,Cagliari,2026-09-12 14:07:00,3.34,Express,232.27,174.6,43.16
Pescara,Ancona,2026-06-05 09:33:00,9.11,Premium,210.67,140.6,48.51
Cagliari,Catania,2026-09-09 19:59:00,1.43,Premium,665.86,554.0,47.72
Reggio Calabria,Catania,2026-01-06 11:55:00,2.98,Express,125.64,82.9,43.72
Milano,Palermo,2026-07-21 12:54:00,4.81,Express,1006.45,886.0,43.94
Bari,Genova,2026-05-12 19:00:00,2.63,Express,867.63,743.8,48.38
Milano,Napoli,2026-05-09 12:58:00,6.72,Premium,778.42,657.4,49.19
Cagliari,Sassari,2026-08-27 09:42:00,2.22,Premium,219.64,174.6,49.4
Catania,Perugia,2026-01-13 19:30:00,12.77,Express,789.97,663.3,51.33
Torino,Bari,2026-09-15 16:04:00,13.25,Premium,1006.92,864.4,48.68
Roma,Ancona,2026-01-08 15:28:00,3.65,Express,254.28,208.6,46.14
Bologna,Napoli,2026-04-10 08:03:00,4.42,Express,557.27,470.2,48.08
Torino,Milano,2026-02-07 13:17:00,6.91,Premium,171.73,125.1,48.56
Perugia,Torino,2026-05-23 13:25:00,1.31,Premium,507.28,433.9,48.5
Torino,Perugia,2026-06-12 10:40:00,1.2,Express,511.15,433.9,51.71
Roma,Salerno,2026-06-25 14:54:00,7.23,Express,290.68,233.2,43.32
Genova,Perugia,2026-08-06 10:25:00,3.63,Express,367.65,313.2,53.99
Palermo,Genova,2026-07-25 13:35:00,2.56,Express,887.41,791.1,45.67
Palermo,Reggio Calabria,2026-09-16 18:13:00,3.02,Express,250.4,200.3,48.36
Roma,Pescara,2026-05-03 17:17:00,0.56,Premium,206.61,154.0,43.96
Catania,Roma,2026-02-17 10:54:00,2.63,Express,608.45,536.0,44.52
Genova,Cagliari,2026-02-12 09:54:00,1.77,Express,681.58,577.3,49.32
Catania,Pescara,2026-03-17 07:04:00,5.7,Premium,653.06,555.5,46.01
Firenze,Verona,2026-06-14 11:50:00,6.02,Express,241.06,186.8,46.34
Cagliari,Salerno,2026-01-15 07:16:00,4.49,Express,580.94,508.1,47.38
Ancona,Salerno,2026-09-18 08:47:00,3.96,Premium,413.47,342.8,46.45
Trapani,Pescara,2026-09-28 20:41:00,1.05,Express,599.62,513.6,45.21
Bari,Trapani,2026-02-14 18:58:00,4.54,Express,595.77,506.4,45.14
Torino,Palermo,2026-08-02 14:50:00,4.66,Express,1023.23,904.7,45.2
Ancona,Cagliari,2026-06-12 17:50:00,7.17,Express,725.0,611.3,47.09
Salerno,Pescara,2026-05-12 13:50:00,13.22,Express,268.37,203.3,43.1
Genova,Salerno,2026-07-20 15:25:00,0.92,Express,708.03,632.9,48.13
Palermo,Bologna,2026-06-07 19:51:00,2.29,Express,851.24,728.1,43.48
Firenze,Bologna,2026-03-30 08:06:00,1.78,Premium,122.88,80.4,49.64
Napoli,Firenze,2026-06-03 11:55:00,3.39,Express,492.2,408.7,50.9
Napoli,Sassari,2026-02-07 08:39:00,3.03,Express,550.44,480.8,51.31
Palermo,Napoli,2026-03-11 18:07:00,2.55,Express,383.27,313.4,45.6
Lecce,Verona,2026-09-23 18:30:00,6.16,Premium,946.03,813.3,43.73
Palermo,Torino,2026-02-20 17:06:00,1.39,Express,1015.59,904.7,46.43
Sassari,Perugia,2026-06-13 15:31:00,1.45,Premium,487.4,412.8,48.44
Milano,Reggio Calabria,2026-03-23 13:40:00,1.46,Express,1083.84,976.4,51.73
Lecce,Genova,2026-05-07 07:19:00,2.33,Premium,1003.89,882.3,48.76
Bologna,Bari,2026-03-09 17:50:00,1.27,Express,692.31,586.2,46.72
Lecce,Genova,2026-06-05 19:30:00,2.9,Express,1007.36,882.3,48.28
Bologna,Perugia,2026-06-02 20:31:00,2.67,Express,205.48,175.1,49.66
Cagliari,Pescara,2026-06-18 11:47:00,1.73,Express,648.16,559.4,47.4
Verona,Catania,2026-03-26 09:48:00,5.53,Premium,1091.11,945.3,47.15
Bari,Ancona,2026-06-08 16:09:00,2.88,Express,450.83,391.1,46.49
Napoli,Roma,2026-07-19 07:14:00,6.31,Express,244.39,188.3,48.46
Sassari,Torino,2026-07-16 07:50:00,2.62,Express,550.2,487.8,47.22
Verona,Sassari,2026-06-05 18:30:00,2.95,Express,649.61,559.6,48.51
Bologna,Lecce,2026-03-23 20:23:00,2.02,Express,833.23,725.0,45.11
Cagliari,Perugia,2026-05-26 12:39:00,2.99,Premium,583.81,511.8,53.87
Lecce,Verona,2026-05-27 14:06:00,4.94,Premium,951.81,813.3,43.78
Perugia,Reggio Calabria,2026-09-17 14:37:00,2.25,Express,706.34,620.2,50.0
Verona,Firenze,2026-04-13 08:56:00,4.31,Premium,257.8,186.8,48.51
Catania,Genova,2026-03-30 10:06:00,1.7,Express,1054.71,924.7,50.36
Cagliari,Roma,2026-07-24 11:10:00,5.1,Express,480.62,412.6,46.1
Firenze,Milano,2026-06-23 18:47:00,2.0,Express,302.63,248.8,49.43
Torino,Sassari,2026-04-27 13:08:00,5.45,Express,565.69,487.8,47.03
Ancona,Torino,2026-01-01 17:05:00,3.13,Express,585.05,490.7,51.28
Lecce,Ancona,2026-07-12 09:43:00,8.7,Express,615.87,528.9,46.16
Bologna,Roma,2026-07-21 20:20:00,1.34,Premium,349.59,302.9,42.94
Cagliari,Lecce,2026-09-11 19:22:00,1.07,Express,914.54,783.1,48.92
Trapani,Palermo,2026-05-18 13:39:00,1.95,Express,92.29,72.6,44.86
Ancona,Firenze,2026-05-21 10:09:00,1.14,Express,224.87,183.3,47.18
Genova,Lecce,2026-02-26 20:40:00,1.14,Express,996.0,882.3,49.51
Trapani,Genova,2026-05-06 18:18:00,4.64,Premium,897.97,771.8,50.16
Pescara,Bari,2026-01-01 14:09:00,2.99,Express,330.49,266.1,48.61
Bari,Salerno,2026-05-17 10:44:00,2.14,Express,218.86,183.1,43.85
Napoli,Bologna,2026-07-12 15:41:00,2.29,Express,535.36,470.2,52.23
Verona,Lecce,2026-08-03 12:11:00,1.97,Premium,926.9,813.3,48.93
Milano,Cagliari,2026-06-30 16:26:00,9.52,Express,796.22,693.9,45.37
Palermo,Cagliari,2026-08-08 18:39:00,1.79,Premium,458.92,387.8,42.84
Palermo,Lecce,2026-07-01 13:51:00,1.19,Express,549.13,482.7,42.57
Reggio Calabria,Trapani,2026-08-01 07:40:00,5.24,Express,340.2,272.4,45.26
Cagliari,Trapani,2026-04-30 14:52:00,2.58,Express,388.85,325.7,48.85
Sassari,Lecce,2026-06-14 19:01:00,12.5,Express,943.37,812.8,42.95
Verona,Palermo,2026-06-24 10:07:00,2.08,Express,959.19,837.2,46.68
Bologna,Verona,2026-06-06 20:25:00,5.42,Express,126.55,109.2,43.25
Sassari,Catania,2026-06-05 12:04:00,6.4,Express,780.69,667.2,41.56
Sassari,Trapani,2026-08-02 16:34:00,2.08,Express,535.51,455.8,43.37
Roma,Bologna,2026-03-07 16:49:00,1.78,Express,374.64,302.9,45.89
Lecce,Catania,2026-03-28 09:32:00,5.04,Express,501.68,413.1,43.4
Napoli,Genova,2026-05-22 07:32:00,4.49,Express,681.89,589.3,54.34
Sassari,Ancona,2026-06-26 20:16:00,1.12,Express,608.12,519.8,44.7
Cagliari,Sassari,2026-05-21 16:48:00,1.36,Express,205.73,174.6,48.97
Sassari,Torino,2026-02-24 15:50:00,0.51,Premium,561.76,487.8,47.77
Trapani,Lecce,2026-08-13 11:15:00,4.55,Express,633.2,549.9,46.55
Reggio Calabria,Sassari,2026-05-30 08:30:00,2.5,Express,792.25,674.8,45.45
Genova,Salerno,2026-04-29 10:48:00,2.68,Express,714.66,632.9,48.06
Perugia,Sassari,2026-08-28 14:40:00,0.92,Premium,473.4,412.8,44.72
Bari,Sassari,2026-04-30 16:42:00,1.39,Express,797.39,699.2,45.35
Trapani,Perugia,2026-02-14 11:27:00,2.15,Express,652.43,566.1,51.23
Genova,Bologna,2026-09-26 10:00:00,1.87,Express,221.55,191.5,50.43
Bari,Trapani,2026-04-15 10:29:00,3.26,Express,590.26,506.4,45.19
Salerno,Pescara,2026-09-02 20:27:00,4.51,Premium,269.38,203.3,43.92
Reggio Calabria,Trapani,2026-05-22 15:49:00,14.69,Express,352.75,272.4,44.87
Pescara,Verona,2026-03-08 20:52:00,2.96,Express,487.35,419.7,45.31
Bari,Cagliari,2026-04-13 07:05:00,6.55,Express,793.0,691.3,44.9
Salerno,Milano,2026-09-06 13:24:00,1.68,Premium,815.62,698.2,46.72
Pescara,Cagliari,2026-09-15 13:24:00,0.93,Premium,646.11,559.4,47.41
Salerno,Bari,2026-02-07 12:37:00,2.34,Premium,236.41,183.1,47.08
Sassari,Verona,2026-09-27 12:28:00,0.98,Premium,662.83,559.6,42.17
Catania,Trapani,2026-08-21 08:06:00,3.03,Premium,304.79,231.2,47.6
Catania,Trapani,2026-06-26 07:27:00,1.74,Express,265.53,231.2,47.2
Trapani,Torino,2026-02-20 17:53:00,0.76,Express,995.99,881.3,50.57
Palermo,Pescara,2026-06-10 13:10:00,10.11,Express,570.34,487.9,40.72
Milano,Palermo,2026-04-27 09:16:00,2.06,Express,1022.68,886.0,44.05
Firenze,Verona,2026-02-03 11:51:00,0.95,Express,229.46,186.8,46.55
Pescara,Perugia,2026-09-26 20:03:00,5.63,Express,227.04,165.2,51.5
Salerno,Pescara,2026-06-14 13:32:00,1.8,Express,245.98,203.3,43.57
Ancona,Catania,2026-01-27 20:52:00,6.43,Express,791.46,692.2,45.65
Perugia,Roma,2026-04-04 09:15:00,1.8,Express,166.2,134.8,41.51
Verona,Sassari,2026-08-18 08:42:00,2.05,Express,664.66,559.6,48.54
Firenze,Reggio Calabria,2026-05-01 14:53:00,3.82,Express,832.32,729.6,54.01
Firenze,Napoli,2026-05-16 16:33:00,4.54,Express,458.87,408.7,51.2
Torino,Cagliari,2026-02-08 20:44:00,5.14,Express,755.44,661.1,46.81
Bari,Ancona,2026-01-31 13:31:00,2.82,Express,441.84,391.1,46.5
Lecce,Pescara,2026-09-24 09:48:00,4.34,Express,480.31,405.1,43.58
Napoli,Reggio Calabria,2026-09-18 14:34:00,5.06,Premium,393.84,326.9,57.48
Salerno,Trapani,2026-01-27 11:17:00,3.45,Express,403.75,352.5,44.98
Bologna,Verona,2026-05-30 09:30:00,2.71,Express,145.48,109.2,43.36
Milano,Napoli,2026-07-05 08:14:00,1.09,Premium,756.65,657.4,49.42
Cagliari,Sassari,2026-08-29 17:07:00,4.56,Premium,225.61,174.6,49.3
Salerno,Roma,2026-06-02 15:59:00,3.09,Express,269.63,233.2,42.35
Pescara,Firenze,2026-08-26 09:19:00,2.25,Express,338.71,280.9,46.73
Napoli,Sassari,2026-02-03 14:49:00,7.34,Express,552.29,480.8,51.14
Lecce,Bari,2026-01-04 19:23:00,1.1,Express,186.99,139.0,46.79
Cagliari,Perugia,2026-05-07 18:27:00,9.48,Express,612.88,511.8,53.15
Trapani,Salerno,2026-03-14 13:21:00,2.95,Premium,428.0,352.5,45.68
Pescara,Reggio Calabria,2026-07-26 07:48:00,3.75,Premium,598.78,498.9,53.32
Genova,Trapani,2026-04-02 15:53:00,2.28,Express,883.78,771.8,49.46
Milano,Bari,2026-04-22 14:13:00,0.93,Express,895.6,786.3,47.48
Roma,Palermo,2026-05-27 19:54:00,2.72,Premium,520.53,426.6,43.56
Roma,Salerno,2026-09-20 14:44:00,3.79,Premium,289.42,233.2,43.92
Napoli,Pescara,2026-01-20 17:19:00,4.82,Premium,241.72,179.1,50.14
Genova,Torino,2026-05-31 14:23:00,2.61,Express,152.6,122.4,53.32
Reggio Calabria,Napoli,2026-04-17 14:34:00,0.65,Express,369.95,326.9,48.53
Reggio Calabria,Catania,2026-01-10 11:26:00,1.02,Premium,122.02,82.9,44.26
Perugia,Milano,2026-08-11 12:38:00,12.62,Premium,447.02,364.9,45.37
Bari,Torino,2026-09-07 11:08:00,1.4,Express,993.02,864.4,49.14
Napoli,Bologna,2026-02-17 13:28:00,8.15,Express,559.87,470.2,51.98
Pescara,Firenze,2026-07-27 20:19:00,1.56,Express,324.24,280.9,46.76
Verona,Bari,2026-07-11 11:47:00,2.64,Express,780.42,675.9,50.04
Palermo,Roma,2026-07-12 13:29:00,4.65,Premium,475.42,426.6,40.24
Genova,Catania,2026-05-06 20:14:00,1.69,Express,1065.27,924.7,47.85
Perugia,Genova,2026-03-29 09:07:00,9.14,Express,373.31,313.2,47.01
Cagliari,Sassari,2026-01-20 10:32:00,3.16,Express,219.64,174.6,48.9
Bari,Lecce,2026-01-10 13:54:00,4.14,Express,177.95,139.0,45.17
Reggio Calabria,Bologna,2026-02-18 12:43:00,2.49,Premium,921.6,795.3,46.79
Verona,Ancona,2026-05-25 11:46:00,4.76,Express,336.39,284.9,49.64
Sassari,Catania,2026-02-08 17:53:00,9.06,Express,758.47,667.2,41.45
Perugia,Trapani,2026-07-07 13:59:00,2.74,Premium,652.86,566.1,44.57
Ancona,Palermo,2026-06-19 12:06:00,10.07,Express,708.6,611.7,45.34
Verona,Catania,2026-04-05 13:42:00,1.96,Express,1045.76,945.3,46.84
Milano,Catania,2026-01-24 19:24:00,5.12,Express,1156.18,1010.7,44.08
Firenze,Lecce,2026-05-22 20:46:00,4.22,Express,773.7,685.9,48.14
Torino,Cagliari,2026-08-13 10:24:00,1.42,Express,759.13,661.1,46.96
Roma,Lecce,2026-04-18 07:33:00,3.48,Express,576.99,505.1,44.87
Roma,Perugia,2026-08-09 07:26:00,3.02,Express,186.97,134.8,49.47
Firenze,Sassari,2026-03-20 13:14:00,1.65,Express,464.84,404.0,48.31
Verona,Lecce,2026-01-22 15:48:00,3.85,Express,929.72,813.3,48.4
Napoli,Salerno,2026-06-27 07:43:00,3.32,Express,67.14,46.2,49.84
Palermo,Pescara,2026-08-31 14:06:00,2.85,Express,546.19,487.9,41.02
Salerno,Firenze,2026-08-30 12:35:00,2.86,Express,514.6,449.4,44.69
Reggio Calabria,Trapani,2026-09-19 20:03:00,2.82,Express,327.47,272.4,45.36
Cagliari,Milano,2026-01-30 15:26:00,2.32,Premium,803.48,693.9,50.53
Genova,Cagliari,2026-01-12 12:55:00,3.31,Express,659.49,577.3,49.26
Lecce,Verona,2026-06-05 15:12:00,1.91,Express,907.94,813.3,43.45
Trapani,Torino,2026-09-17 08:53:00,19.27,Express,1042.59,881.3,49.8
Roma,Ancona,2026-09-30 13:39:00,1.12,Express,253.64,208.6,46.24
Lecce,Trapani,2026-03-18 11:36:00,1.99,Express,638.44,549.9,45.16
Roma,Trapani,2026-04-13 09:32:00,2.11,Express,507.81,431.4,44.92
Roma,Sassari,2026-07-01 12:30:00,12.52,Express,411.05,353.8,44.56
Lecce,Firenze,2026-09-07 15:56:00,1.19,Premium,792.25,685.9,45.33
Milano,Pescara,2026-02-17 15:09:00,4.04,Express,602.02,522.1,44.28
Torino,Palermo,2026-09-24 20:29:00,3.57,Express,1040.53,904.7,45.24
Perugia,Pescara,2026-08-12 10:50:00,3.79,Premium,212.5,165.2,43.05
Bologna,Pescara,2026-01-19 16:47:00,7.13,Express,385.52,323.4,43.41
Roma,Pescara,2026-08-18 14:42:00,7.03,Express,201.88,154.0,43.23
Perugia,Palermo,2026-06-25 19:14:00,2.19,Express,648.49,560.9,42.35
Palermo,Reggio Calabria,2026-09-25 19:42:00,3.44,Express,249.31,200.3,48.34
Roma,Palermo,2026-02-27 16:54:00,0.81,Premium,497.28,426.6,43.64
Trapani,Ancona,2026-09-28 12:55:00,3.22,Express,709.53,628.1,47.88
Genova,Ancona,2026-01-13 14:28:00,1.72,Express,435.57,377.4,50.77
Milano,Verona,2026-01-21 16:07:00,2.63,Premium,202.37,140.4,44.56
Cagliari,Trapani,2026-05-03 18:16:00,0.92,Express,398.67,325.7,48.92
Pescara,Perugia,2026-06-29 10:12:00,3.98,Express,208.57,165.2,51.57
Milano,Cagliari,2026-02-15 19:13:00,0.91,Express,812.86,693.9,45.73
Genova,Salerno,2026-03-16 18:13:00,3.33,Express,727.95,632.9,48.03
Reggio Calabria,Bologna,2026-04-17 08:14:00,1.27,Express,938.43,795.3,46.38
Milano,Lecce,2026-02-04 10:46:00,1.66,Express,1041.91,925.2,45.86
Napoli,Genova,2026-02-18 10:18:00,6.73,Express,700.91,589.3,54.25
Milano,Ancona,2026-02-10 15:07:00,4.53,Express,486.63,399.5,47.02
Firenze,Sassari,2026-09-18 09:55:00,6.71,Express,469.46,404.0,48.1
Bologna,Palermo,2026-09-13 11:12:00,8.94,Premium,857.04,728.1,43.48
Sassari,Genova,2026-06-21 09:38:00,1.75,Express,480.69,410.3,46.55
Bari,Palermo,2026-07-06 07:56:00,8.57,Premium,529.05,449.0,43.64
Genova,Ancona,2026-02-07 13:25:00,1.08,Express,439.15,377.4,50.79
Reggio Calabria,Milano,2026-01-14 11:28:00,5.06,Premium,1105.4,976.4,46.93
Bologna,Palermo,2026-04-13 14:03:00,2.12,Premium,840.16,728.1,43.76
Reggio Calabria,Genova,2026-09-26 09:58:00,1.56,Express,1014.87,897.2,48.57
Roma,Sassari,2026-05-11 11:00:00,4.61,Express,417.8,353.8,44.89
Reggio Calabria,Catania,2026-08-09 19:29:00,5.81,Premium,146.17,82.9,44.06
Genova,Bologna,2026-04-11 18:16:00,5.69,Premium,257.18,191.5,50.73
Ancona,Palermo,2026-03-26 10:43:00,3.49,Express,697.33,611.7,45.61
Torino,Napoli,2026-08-10 09:15:00,3.29,Premium,835.95,711.5,50.58
Genova,Lecce,2026-05-09 20:38:00,4.34,Express,985.76,882.3,49.38
Sassari,Ancona,2026-07-19 16:31:00,3.71,Express,587.7,519.8,44.59
Cagliari,Verona,2026-07-18 13:53:00,4.38,Express,802.44,708.5,47.06
Cagliari,Milano,2026-07-18 16:47:00,3.46,Premium,804.04,693.9,50.48
Salerno,Cagliari,2026-07-04 10:05:00,5.41,Express,589.76,508.1,44.74
Trapani,Pescara,2026-08-09 12:59:00,0.96,Express,590.48,513.6,45.21
Torino,Genova,2026-05-07 12:28:00,2.74,Express,155.82,122.4,50.23
Salerno,Trapani,2026-03-24 17:05:00,1.14,Express,413.45,352.5,45.08
Catania,Firenze,2026-05-20 09:34:00,3.64,Express,901.19,767.6,46.8
Trapani,Perugia,2026-03-30 13:50:00,9.47,Express,652.25,566.1,50.92
Reggio Calabria,Palermo,2026-01-12 18:40:00,2.15,Premium,265.01,200.3,44.06
Cagliari,Catania,2026-04-09 09:44:00,3.28,Express,647.35,554.0,47.18
Bologna,Napoli,2026-05-17 08:40:00,5.09,Express,560.76,470.2,48.06
Torino,Bologna,2026-05-23 18:29:00,0.71,Express,348.0,295.2,48.11
Firenze,Pescara,2026-04-03 19:13:00,2.08,Express,353.81,280.9,46.74
Salerno,Bari,2026-07-18 13:01:00,3.87,Express,236.09,183.1,46.56
Bologna,Verona,2026-03-19 07:38:00,0.39,Express,147.79,109.2,43.45
Firenze,Genova,2026-06-26 14:34:00,1.51,Express,240.37,198.5,51.4
Firenze,Sassari,2026-03-15 11:11:00,6.48,Express,467.3,404.0,48.11
Firenze,Palermo,2026-09-27 15:13:00,6.05,Express,775.52,652.7,46.27
Reggio Calabria,Pescara,2026-06-27 08:57:00,3.9,Premium,582.22,498.9,44.29
Trapani,Verona,2026-06-02 18:16:00,5.56,Express,972.91,835.0,44.79
Trapani,Ancona,2026-04-28 16:35:00,3.49,Express,722.47,628.1,47.87
Roma,Catania,2026-07-26 16:01:00,4.43,Express,614.58,536.0,43.19
Catania,Firenze,2026-04-27 14:10:00,2.41,Express,874.32,767.6,46.85
Verona,Firenze,2026-08-08 10:04:00,3.25,Express,220.36,186.8,48.1
Palermo,Napoli,2026-02-13 20:09:00,1.93,Express,371.43,313.4,45.62
Palermo,Torino,2026-08-12 10:43:00,7.26,Express,1035.32,904.7,46.18
Roma,Ancona,2026-09-20 12:07:00,8.7,Express,284.6,208.6,45.93
Salerno,Sassari,2026-03-08 19:58:00,7.88,Express,629.07,523.4,44.88
Verona,Pescara,2026-03-03 07:34:00,2.25,Express,490.91,419.7,46.98
Perugia,Pescara,2026-09-18 08:45:00,1.54,Premium,226.59,165.2,43.14
Pescara,Reggio Calabria,2026-04-21 17:39:00,7.33,Express,611.68,498.9,52.71
Roma,Bologna,2026-07-09 12:09:00,4.39,Express,349.49,302.9,45.78
Firenze,Roma,2026-02-21 15:06:00,3.78,Express,274.14,231.6,45.5
Genova,Catania,2026-04-27 15:07:00,1.93,Express,1027.26,924.7,47.84
Pescara,Palermo,2026-07-11 18:35:00,4.04,Express,578.8,487.9,45.19
Bari,Reggio Calabria,2026-09-02 15:41:00,1.4,Express,416.16,350.6,51.14
Genova,Pescara,2026-04-30 12:57:00,4.68,Express,544.37,478.2,47.88
Roma,Genova,2026-01-21 14:41:00,7.88,Express,488.97,402.1,47.84
Verona,Lecce,2026-04-23 17:20:00,9.4,Express,938.55,813.3,48.17
Palermo,Napoli,2026-06-25 12:18:00,4.93,Express,368.24,313.4,45.5
Lecce,Ancona,2026-08-27 09:23:00,1.14,Express,618.59,528.9,46.48
Milano,Roma,2026-08-16 13:48:00,3.44,Premium,571.02,476.9,43.59
Reggio Calabria,Bari,2026-07-27 20:59:00,13.42,Express,417.13,350.6,46.51
Palermo,Napoli,2026-02-15 08:34:00,1.63,Premium,385.63,313.4,46.09
Ancona,Reggio Calabria,2026-05-22 09:25:00,2.88,Premium,756.25,638.3,53.75
Palermo,Bari,2026-06-07 20:55:00,8.07,Express,529.66,449.0,43.88
Milano,Verona,2026-05-08 18:37:00,4.62,Express,197.01,140.4,44.02
Roma,Lecce,2026-09-09 08:38:00,17.03,Premium,629.39,505.1,44.76
Torino,Ancona,2026-09-20 09:58:00,1.8,Express,567.38,490.7,48.38
Verona,Reggio Calabria,2026-02-27 16:40:00,1.5,Express,1036.93,901.6,54.36
Pescara,Perugia,2026-09-19 17:57:00,7.07,Express,218.02,165.2,51.44
Lecce,Pescara,2026-08-20 17:16:00,1.3,Express,477.57,405.1,43.71
Milano,Salerno,2026-07-12 19:03:00,2.61,Premium,825.14,698.2,44.89
Cagliari,Napoli,2026-04-15 14:05:00,2.87,Premium,548.04,474.3,52.38
Trapani,Sassari,2026-07-27 19:16:00,6.2,Premium,553.95,455.8,47.01
Sassari,Lecce,2026-06-10 15:20:00,4.61,Premium,925.76,812.8,43.73
Torino,Palermo,2026-09-03 13:39:00,4.13,Express,1052.65,904.7,45.22
Genova,Cagliari,2026-07-14 15:54:00,2.26,Express,683.94,577.3,49.3
Genova,Pescara,2026-09-21 13:00:00,7.02,Premium,563.73,478.2,48.24
Torino,Firenze,2026-04-25 15:29:00,30.0,Premium,422.98,317.5,46.07
Palermo,Reggio Calabria,2026-01-23 18:40:00,4.87,Premium,264.96,200.3,48.74
Roma,Sassari,2026-05-15 20:24:00,3.22,Premium,417.45,353.8,45.4
Napoli,Torino,2026-09-30 15:06:00,1.21,Express,809.61,711.5,55.18
Milano,Trapani,2026-06-28 07:04:00,1.92,Express,984.94,872.5,45.84
Pescara,Bologna,2026-07-11 15:41:00,2.58,Premium,367.94,323.4,48.45
Sassari,Bologna,2026-06-20 10:31:00,2.06,Express,547.51,475.9,44.33
Genova,Trapani,2026-06-11 10:18:00,2.97,Express,877.62,771.8,49.43
Sassari,Lecce,2026-01-17 19:20:00,10.41,Express,946.81,812.8,43.04
Catania,Ancona,2026-04-23 13:14:00,7.18,Express,795.09,692.2,48.25
Milano,Firenze,2026-01-24 18:03:00,2.68,Express,301.84,248.8,45.49
Trapani,Sassari,2026-04-02 12:10:00,1.29,Express,533.13,455.8,46.75
Verona,Lecce,2026-07-16 15:29:00,7.65,Express,936.45,813.3,48.24
Trapani,Bari,2026-08-08 16:18:00,2.9,Express,593.97,506.4,48.2
Genova,Roma,2026-03-03 19:30:00,0.9,Express,481.09,402.1,46.87
Sassari,Cagliari,2026-06-28 09:45:00,4.94,Express,224.38,174.6,43.1
Trapani,Lecce,2026-03-03 14:51:00,6.15,Express,642.41,549.9,46.48
Verona,Ancona,2026-02-24 12:40:00,0.55,Express,313.56,284.9,49.81
Ancona,Pescara,2026-09-20 13:29:00,1.68,Express,192.83,140.6,46.0
Roma,Milano,2026-06-16 18:52:00,2.78,Express,564.83,476.9,46.1
Verona,Torino,2026-02-23 08:54:00,5.02,Express,347.98,261.5,52.21
Salerno,Genova,2026-02-08 14:39:00,2.09,Premium,717.64,632.9,48.66
Catania,Ancona,2026-01-14 12:25:00,1.68,Express,776.44,692.2,48.48
Salerno,Cagliari,2026-05-16 19:32:00,4.99,Express,600.73,508.1,44.76
Bologna,Catania,2026-01-28 10:01:00,2.16,Express,953.16,837.3,43.46
Napoli,Salerno,2026-06-09 10:15:00,4.38,Express,77.24,46.2,49.8
Pescara,Bari,2026-04-29 08:16:00,1.38,Premium,334.62,266.1,49.14
Napoli,Milano,2026-06-23 13:09:00,1.16,Premium,748.92,657.4,52.98
Reggio Calabria,Torino,2026-02-26 07:09:00,5.09,Express,1139.2,1017.4,49.13
Catania,Salerno,2026-02-09 14:00:00,3.58,Premium,424.05,353.6,46.19
Pescara,Catania,2026-01-28 10:07:00,5.72,Express,628.96,555.5,45.27
Pescara,Torino,2026-01-27 12:36:00,2.07,Express,670.18,598.4,50.93
Pescara,Salerno,2026-01-20 15:28:00,1.72,Express,240.7,203.3,45.69
